lca_case_employer_name,total_workers
"SOGETI USA, LLC",8.0
"FOREX CAPITAL MARKETS, LLC",8.0
"ROUNDARCH ISOBAR, INC.",8.0
"WILHELMINA MODELS, INC.",8.0
SYSTEM SOFT TECHNOLOGIES LLC,8.0
NEW YORK ASIAN WOMEN'S CENTER,8.0
MUSIGMA INC,8.0
NUMERIX LLC,8.0
COLGATE-PALMOLIVE COMPANY,8.0
MOURI TECH LLC,8.0
HARVARD MANAGEMENT ASSOCIATES INC.,8.0
R.R. DONNELLEY & SONS COMPANY,8.0
"ALPHA CLINICAL SYSTEMS, INC",8.0
SIRIUS XM RADIO INC.,8.0
STARPOINT SOLUTIONS,8.0
"R & R SYSTEMS, INC.",8.0
"CMGRP, INC.",8.0
"READY ANALYTICS, INC",8.0
NEW YORK CITY OFFICE OF MANAGEMENT AND BUDGET,8.0
FORBES MEDIA LLC,8.0
SCHOLASTIC INC.,8.0
CLIFFORD CHANCE US LLP,8.0
"NOVANTAS, INC.",7.0
MEZOCLIQ LLC,7.0
"EVERYDAY HEALTH, INC.",7.0
INDUSTRIAL AND COMMERCIAL BANK OF CHINA (U.S.A.) N,7.0
"SYSVEDA AMERICA, INC.",7.0
"NORTHPOINT SOLUTIONS, LLC",7.0
SONY MUSIC ENTERTAINMENT,7.0
"DRAFTFCB, INC.",7.0
BLUEMOUNTAIN CAPITAL MANAGEMENT LLC,7.0
ADAEQUARE INC,7.0
"RJT COMPUQUEST, INC.",7.0
MACKSON INC.,7.0
MISYS INTERNATIONAL BANKING SYSTEMS INC.,7.0
"CAPITAL ONE, NATIONAL ASSOCIATION",7.0
"CORNERSTONE RESEARCH, INC.",7.0
"GUGGENHEIM SECURITIES, LLC",7.0
"GROUPM WORLDWIDE, LLC",7.0
PWC STRATEGY& (US) INC.,7.0
INTENT MEDIA INC.,7.0
AMICUS SYSTEMS INC,7.0
SARAS AMERICA INC.,7.0
WESTPORT INSURANCE CORPORATION,7.0
ENTERPRISE SOFTWARE SOLUTIONS INC.,7.0
GENERATION READY INC,7.0
NOODLE EDUCATION INC.,7.0
SCHULTE ROTH & ZABEL LLP,7.0
DIRECTV LLC,7.0
"RESOURCE LOGISTICS, INC.",7.0
"MAHESH J AGASHIWALA, C.P.A., P.C.",7.0
THE BANK OF NOVA SCOTIA,7.0
FIRST TEK DOS LLC,7.0
FSG-ENTERTAINMENT LLC,7.0
"A&N DESIGN STUDIO, INC.",7.0
"SQUARE, INC.",7.0
THOMSON REUTERS MARKETS LLC,7.0
HOULIHAN LOKEY HOWARD AND ZUKIN,7.0
MMC SYSTEMS INC.,7.0
"DAILY NEWS, L.P.",7.0
"SAGARSOFT, INC",7.0
"RESOURCE SEARCH COMPANY, INC.",7.0
HAIER AMERICA TRADING LLC,7.0
DNA MODEL MANAGEMENT LLC,7.0
LATHAM & WATKINS LLP,7.0
INFINITY TECH GROUP INC.,7.0
SOFTWARE PROGRAMMING GROUP LLC,7.0
UXC ECLIPSE USA INC.,7.0
ING FINANCIAL SERVICES LLC,7.0
INTERNATIONAL STRATEGY & INVESTMENT GROUP LLC,7.0
"BRANDON CONSULTING ASSOCIATES, INC.",7.0
IPREO US LLC,7.0
HCR GROUP INC.,7.0
VODAFONE US INC.,7.0
"MANAGEMENT HEALTH SYSTEMS, INC.",7.0
"GLOBAL POVERTY PROJECT, INC",7.0
WOORI AMERICA BANK,7.0
"MILLENNIUM INFO TECH, INC.",7.0
TEACH FOR AMERICA,7.0
"PERCOLATE INDUSTRIES, INC.",7.0
CG-VAK SOFTWARE USA INC,7.0
DENTSU MCGARRY BOWEN LLC,7.0
"INFOCEPTS, LLC",7.0
TELSTRA INC.,7.0
NIHAKI SYSTEMS INC,7.0
REIDY CONTRACTING GROUP LLC,7.0
INFOPEOPLE CORPORATION,7.0
E-BUSINESS INTERNATIONAL INC,7.0
"FAHRENHEIT 212, LLC",7.0
GREY GLOBAL GROUP INC.,7.0
"SERVE VIRTUAL ENTERPRISES, INC.",7.0
TBWA WORLDWIDE INC.,7.0
UBS GLOBAL ASSET MANAGEMENT (AMERICAS) INC.,7.0
"THE DIGITAL GROUP OF COMPANIES, INC",7.0
"LHK CONSULTING, INC.",7.0
MOTHER INDUSTRIES LLC,7.0
POINT72 ASSET MANAGEMENT LP,7.0
ICONSOFT INC.,7.0
JORDACHE ENTERPRISES,7.0
IMATRIX CORP,7.0
WE WORK MANAGEMENT LLC,7.0
BMO CAPITAL MARKETS CORP.,7.0
"SQUARESPACE, INC.",7.0
LOGIC PLANET INC,7.0
"SLALOM, LLC",7.0
AVENUES NEW YORK LLC,7.0
LATIN MARKETS BRAZIL LLC,7.0
"HELLMUTH, OBATA & KASSABAUM, INC.",7.0
"QA INFOTECH, INC.",7.0
"JACKSON THERAPY PARTNERS HOLDINGS, LLC",7.0
HUDSON DATA LLC,7.0
INTERNATIONAL CENTER FOR TRANSITIONAL JUSTICE,7.0
SPHINIX NETWORK SOLUTIONS INC.,7.0
ADVISEN LTD.,7.0
NITEOSOFT INC,7.0
"MUFG UNION BANK, N.A.",7.0
BLOOMINGDALE'S BY MAIL LTD.,7.0
CATALYST ONLINE LLC,7.0
DAVID PEYSER SPORTSWEAR INC.,7.0
"BERNSTEIN & PINCHUK, LLP",7.0
"COMCAST CABLE COMMUNICATIONS, LLC",7.0
ST. MARKS WORLD INC,7.0
"RANDSTAD TECHNOLOGIES, LP",7.0
"DTG CONSULTING SOLUTIONS, INC.",7.0
"WORLD EDUCATION SERVICES, INC.",7.0
DSTILLERY INC.,7.0
"IMAGEBRIEF USA, INC.",6.0
SAKS FIFTH AVENUE,6.0
"BIRCHBOX, INC.",6.0
"CORE EDUCATION & CONSULTING SOLUTIONS, INC.",6.0
INSTINET HOLDINGS INCORPORATED,6.0
"NEXT JUMP, INC.",6.0
"AXIOM SOFTWARE LABOARATORIES, INC",6.0
PROSKAUER ROSE LLP,6.0
IMETRIS CORPORATION,6.0
BAZMARK INQ LLC,6.0
IFM INVESTORS (US) LLC,6.0
BANK OF AMERICA CORPORATION,6.0
"PLATYS GROUP, LLC",6.0
"GAMELOFT, INC.",6.0
"SUSQUEHANNA INTERNATIONAL GROUP, LLP",6.0
"SOFTENTIAL, INC.",6.0
XP SECURITIES LLC,6.0
INNER VIEW INC.,6.0
SAMURAI INFOTECH LLC,6.0
XORIANT CORPORATION,6.0
"SMARTSOFT INTERNATIONAL, INC.",6.0
THE MUSEUM OF MODERN ART,6.0
"MARCUM BERNSTEIN & PINCHUK, LLP",6.0
"INFOTECH VALLEY, INC",6.0
E*PRO INC.,6.0
E-ASPIRE IT LLC,6.0
"ONE WILLIAM STREET CAPITAL MANAGEMENT, L.P.",6.0
"HUDSON DATA, LLC",6.0
JOSEPH TROCHE CPA PC,6.0
PINE RIVER CAPITAL MANAGEMENT LP,6.0
"PORTWARE, LLC",6.0
HOTTA LIESENBERG SAITO LLP,6.0
B.I.G. ARCHITECTURE D.P.C,6.0
"VENTE-PRIVEE USA BRANDS, INC.",6.0
"SUNERA TECHNOLOGIES, INC",6.0
"BROWN SHOE COMPANY, INC.",6.0
MICHAEL PAGE INTERNATIONAL INC.,6.0
"PIXABLE, INC.",6.0
"BROOKS BROTHERS GROUP, INC",6.0
"BLUEFLY, INC.",6.0
CORPBANCA NEW YORK BRANCH,6.0
"TARSHAN, LLC",6.0
CONNECTIONS PERSONNEL OF NEW YORK INC.,6.0
"ELEMENT TECHNOLOGIES, INC.",6.0
"RIVERBED TECHNOLOGY, INC.",6.0
UNICREDIT BANK AG,6.0
RECRUITING MINDS INC.,6.0
HERTZ HERSON LLP,6.0
FRAMESTORE INC.,6.0
"WEIDLINGER ASSOCIATES, INC.",6.0
KNOWLEDGENT GROUP INC.,6.0
TRADERFIELD SECURITIES INC.,6.0
PENGUIN RANDOM HOUSE LLC,6.0
DATA GLOVE INC.,6.0
"SIGNPOST, INC.",6.0
"FINO CONSULTING, LLC",6.0
"PENTON LEARNING SYSTEMS, LLC",6.0
"MOORE CAPITAL MANAGEMENT, LP",6.0
"AKAMAI TECHNOLOGIES, INC.",6.0
TEKNAVO US INC.,6.0
"VOLANT HOLDING, LLC",6.0
"JEFFERIES & COMPANY, INC.",6.0
HEARST COMMUNICATIONS INC.,6.0
TRANSIT WIRELESS LLC,6.0
PARAMOUNT SOFTWARE SOLUTIONS,6.0
3EGEUSAGROUP LLC,6.0
TEK ERP LLC,6.0
"PERKINS + WILL, INC.",6.0
"YEXT, INC.",6.0
FIRST MANHATTAN CONSULTING GROUP,6.0
NANDA INFOTECH SERVICES INC DBA ELECTRONIC DATA PR,6.0
"PAUL, WEISS, RIFKIND, WHARTON & GARRISON LLP",6.0
CUMMING CONSTRUCTION MANAGEMENT INC.,6.0
"G-III LEATHER FASHIONS, INC.",6.0
EXPOSURE COMMUNICATIONS LLC,6.0
"SIMCORP USA, INC.",6.0
NEW YORK INSTITUTE OF ENGLISH AND BUSINESS,6.0
"JAMES CORNER FIELD OPERATIONS, LLC",6.0
MORGAN STANLEY INVESTMENT MANAGEMENT INC.,6.0
"AMERICAN MEDICAL, INC.",6.0
"STRATEGIC RESOURCES INTERNATIONAL, INC.",6.0
"TEVA PHARMACEUTICALS USA, INC.",6.0
PAUL HASTINGS LLP,6.0
"1STDIBS.COM, INC.",6.0
IPSOFT INCORPORATED,6.0
RAG & BONE INDUSTRIES LLC,6.0
"STEVEN WINTER ASSOCIATES, INC.",6.0
GOHOV LLC,6.0
KIRSHENBAUM BOND SENECAL + PARTNERS LLC,6.0
RAFAEL VINOLY ARCHITECTS P.C.,6.0
DEEP FOCUS INC,6.0
CGI TECHNOLOGIES AND SOLUTIONS INC.,6.0
CHINA CENTER NEW YORK LLC,6.0
"DELASOFT, INC.",6.0
"OAK HILL ADVISORS, L.P.",6.0
IT ELITE INC,6.0
"FOURSQUARE LABS, INC.",6.0
COLLABORATE SOLUTIONS INC,6.0
"NORGATE TECHNOLOGY, INC.",6.0
"PREMIUM TECHNOLOGY, INC.",6.0
CODE AND THEORY LLC,6.0
MULTIVISION INC.,6.0
PEARSON INC.,6.0
"KNOA SOFTWARE, INC.",6.0
"TORY BURCH, LLC",6.0
360I LLC,6.0
"WONG, WONG & ASSOCIATES, P.C.",6.0
DELUXE MEDIA CREATIVE SERVICES INC.,6.0
LAGUARDA.LOW ARCHITECTS LLC,6.0
FIRST PAY SOLUTIONS LLC,6.0
COMMITTEE OF INTERNS & RESIDENTS,6.0
"O'CONNOR DAVIES, LLP",6.0
CALVIN KLEIN INC.,6.0
"NBBJ ARCHITECTURE, PLLC",6.0
HIGHDATA SOFTWARE CORPORATION,6.0
SAGITEC SOLUTIONS LLC,6.0
"MITSUBISHI UFJ SECURITIES (USA), INC.",6.0
HILTON HOTELS CORPORATION,6.0
"NET@WORK, INC.",6.0
RN EXPRESS STAFFING REGISTRY LLC,6.0
"SOROS FUND MANAGEMENT, LLC",6.0
"REQUEST MODEL MANAGEMENT, INC.",6.0
"J.C. PENNEY CORPORATION, INC.",6.0
CANACCORD GENUITY INC.,6.0
AVANT HEALTHCARE PROFESSIONALS,6.0
"AESOP USA, INC.",6.0
"BY DESIGN, LLC.",6.0
"XAD, INC.",6.0
HOLLWICH KUSHNER ARCHITECTURE D.P.C.,6.0
GRUBHUB INC,6.0
SUMITOMO MITSUI BANKING CORPORATION,6.0
"COMSCORE, INC.",6.0
"HOME BOX OFFICE, INC.",6.0
"THE NIELSEN COMPANY (US), LLC",6.0
"CALVIN KLEIN, INC.",6.0
"LEADDOG MARKETING GROUP, INC.",6.0
ITOCHU PROMINENT USA LLC,6.0
"HERMITAGE INFOTECH, LLC",6.0
AMERICAN EAGLE OUTFITTERS INC.,6.0
"ASPIRE SYSTEMS, INC.",6.0
"DIASPARK, INC",6.0
OGILVYONE LLC,6.0
NEW YORK SERVICE CENTER FOR CHINESE STUDY FELLOWS,6.0
"DIGITAL OCEAN, INC.",6.0
JEFFREY CHARLES INC,6.0
"OUTBRAIN, INC.",6.0
VINCI CONCESSIONS USA INC.,6.0
"AMERICAN EDUCATION CENTER, INC",6.0
"ITG INVESTMENT RESEARCH, INC.",6.0
"CAPSTONE INVESTMENT ADVISORS, LLC",6.0
"YASH TECHNOLOGIES, INC.",6.0
"EVEREST CONSULTING GROUP, INC.,",6.0
ZHONGYIN APPAREL LLC,5.0
THE AARON DIAMOND AIDS RESEARCH CENTER,5.0
CO: COLLECTIVE LLC,5.0
"ISYNC SOLUTIONS, INC.",5.0
"REBECCA MINKOFF, LLC.",5.0
"DAVID YURMAN ENTERPRISES, LLC",5.0
THE WEISSCOMM GROUP LTD,5.0
LAIRD AND PARTNERS NEW YORK LLC,5.0
"GLOBAL APPLICATIONS SOLUTIONS, LLC",5.0
"MARSH & MCLENNAN COMPANIES, INC.",5.0
"REBEL MOUSE, INC.",5.0
"REED ELSEVIER, INC. (LEXISNEXIS DIVISION)",5.0
CHINA CONSTRUCTION BANK CORPORATION,5.0
"SNAGFILMS, INC.",5.0
SARAH JANE BRAIN FOUNDATION,5.0
"ITC INFOTECH (USA), INC.",5.0
"CICC US SECURITIES, INC.",5.0
"TIBCO SOFTWARE, INC.",5.0
UNITED LEGWEAR COMPANY LLC,5.0
GATEWAY GROUP TECHNOLOGIES INC.,5.0
"LANGAN ENGINEERING, ENVIRONMENTAL, SURVEYING & LAN",5.0
"REDCATS USA MANAGEMENT SERVICES, L.P.",5.0
KOBRE & KIM LLP,5.0
"LAGUARDA LOW ARCHITECTS, LLC",5.0
"IT TRAILBLAZERS, LLC",5.0
"GILSANZ MURRAY STEFICEK, LLP",5.0
"L'ORÄAL USA, INC.",5.0
"DAI & ASSOCIATES, P.C.",5.0
"BLUELINE SOFTWARE SERVICES, INC",5.0
"ROSETTA MARKETING GROUP, LLC",5.0
"D. E. SHAW RESEARCH, LLC",5.0
YT RESOLUTION SERVICES LLC,5.0
KUZMIN & ASSOCIATES PC,5.0
"THE BHATTA LAW FIRM, P.C.",5.0
"CORIANT ADVANCED TECHNOLOGY, LLC",5.0
"DATAART SOLUTIONS, INC.",5.0
"TBWA WORLDWIDE, INC.",5.0
BODY LABS INC.,5.0
"BROADRIDGE FINANCIAL SOLUTIONS, INC.",5.0
PURPOSE CAMPAIGNS LLC,5.0
KETCHUM INC.,5.0
ROBERT WALTERS ASSOCIATES INC.,5.0
"REMY COINTREAU USA, INC.",5.0
"PROJECT ORBIS INTERNATIONAL, INC.",5.0
TARSHAN LLC,5.0
CRESCENT HOTELS & RESORTS,5.0
"LORVEN TECHNOLOGIES, INC.",5.0
"TREND POT NY, LLC",5.0
TREMOR VIDEO INC.,5.0
"RELO REDAC, INC.",5.0
CRISIL IREVNA US LLC,5.0
"DROGA 5, LLC",5.0
INTERNATIONAL FEDERATION OF ACCOUNTANTS,5.0
"TRIGYN TECHNOLOGIES, INC.",5.0
"DILLER SCOFIDIO + RENFRO ARCHITECTS, D.P.C.",5.0
"S.W.I.F.T. PAN-AMERICAS, INC.",5.0
BTG PACTUAL US CAPITAL LLC,5.0
"COMSPARK INTERNATIONAL, INC.",5.0
KARLA OTTO INC.,5.0
BY DESIGN LLC,5.0
PROSIS TECHNOLOGIES INC.,5.0
KAYE SCHOLER LLP,5.0
"KARGO GLOBAL, INC.",5.0
BTG PACTUAL ASSET MANAGEMENT US LLC,5.0
DOUBLEVERIFY INC.,5.0
PSYOP PRODUCTIONS LLC,5.0
"INTEGRATED RESOURCES, INC",5.0
KELLWOOD COMPANY,5.0
"RENT THE RUNWAY, INC.",5.0
"KENNETH COLE PRODUCTIONS, INC.",5.0
"MACYS.COM, INC.",5.0
LIVESTREAM LLC,5.0
COYLE CONTRACTING CORP.,5.0
"MARCUM, LLP",5.0
"OMNIGON COMMUNICATIONS, LLC",5.0
"LGBS SOFTWARE, INC.",5.0
ZETA INTERACTIVE,5.0
UBS FINANCIAL SERVICES INC.,5.0
"SOFIA TECHNOLOGY, LLC",5.0
LF DISTRIBUTION INTERNATIONAL INC.,5.0
"MARC JACOBS INTERNATIONAL, LLC",5.0
SONY MUSIC HOLDINGS INC.,5.0
"INFOREEM, INC.",5.0
INTUNE SYSTEMS INC,5.0
DECHERT LLP,5.0
RISKVAL FINANCIAL SOLUTIONS LLC,5.0
"DEALOGIC, LLC",5.0
DB SERVICES NJ INC,5.0
"TETHYS TECHNOLOGY, INC.",5.0
PROSPECT 33 LLC,5.0
BRADLEE INTERNATIONAL LTD.,5.0
"RELIABLE SOFTWARE RESOURCES, INC.",5.0
"PROFICIENT BUSINESS SYSTEMS, INC.",5.0
MAJOR LEAGUE SOCCER,5.0
TEK SERVICES LLC,5.0
S.A.C. CAPITAL ADVISORS L.P.,5.0
"TANISHA SYSTEMS, INC",5.0
TEKNEST INC,5.0
"CBRE, INC.",5.0
INTERNATIONAL SOFTWARE SYSTEMS INC,5.0
LINDEN TRUST FOR CONSERVATION,5.0
OMD USA LLC,5.0
"CROWDTAP, INC.",5.0
INFOVISION TECHNOLOGIES INC,5.0
"QUANTILUS, INC.",5.0
"PROENZA SCHOULER, LLC",5.0
"OIKOS NETWORKS, INC.",5.0
"IMG MODELS, LLC.",5.0
ONLINE SERVICES CORPORATION LLC,5.0
"HAVAS HEALTH, INC.",5.0
"STUDIO SBV, INC",5.0
NEW YORK BLOOD CENTER,5.0
"STARWOOD HOTELS & RESORTS WORLDWIDE, INC.",5.0
"I&I SOFTWARE, INC.",5.0
"PDT PARTNERS, LLC",5.0
PACIFIC AMERICAN CORPORATION,5.0
"VIMEO, LLC",5.0
"HASKELL JEWELS, LLC.",5.0
AMBAY CORP.,5.0
"NCC GROUP, INC.",5.0
"ATLAS ADVISORS, LLC",5.0
APPLIED VALUE LLC,5.0
"WALL STREET SYSTEMS DELAWARE, INC.",5.0
"PEARSON EDUCATION, INC.",5.0
MEIS ARCHITECTS,5.0
AMEREX GROUP LLC.,5.0
"HANDYBOOK, INC.",5.0
ANIMOTO INC.,5.0
"ESE NYC, INC.",5.0
"EVERPOINT ASSET MANAGEMENT, LLC",5.0
SIMON-KUCHER & PARTNERS STRATEGY & MARKETING CONSU,5.0
WORLD JOINT CORPORATION,5.0
"FREEWHEEL MEDIA, INC.",5.0
AIG GLOBAL ASSET MANAGEMENT HOLDINGS CORP.,5.0
ASSET INTERNATIONAL INC.,5.0
FRESHPLANET INC,5.0
BERTOLINI ARCHITECTURAL WORKS,5.0
FOUNDATION FOR THE GLOBAL COMPACT,5.0
VIMEO LLC,5.0
FRIED FRANK HARRIS SHRIVER & JACOBSON LLP,5.0
"VIDA SHOES INTERNATIONAL, INC.",5.0
"STARCOM MEDIAVEST GROUP, INC.",5.0
"MRY US, LLC",5.0
YERMAN & ASSOCIATES LLC,5.0
"BARNES & NOBLE, INC.",5.0
"ANTENNA PAY TV USA, INC",5.0
"SECONDMARKET HOLDINGS, INC.",5.0
"MERCHANT CASH & CAPITAL, LLC",5.0
VAN ECK ASSOCIATES CORPORATION,5.0
AVAAZ FOUNDATION,5.0
"GROUPON, INC.",5.0
HUSTVEDT CUTLER ARCHITECTS,5.0
"VICTORIA'S SECRET STORES, LLC",5.0
STV INCORPORATED,5.0
AMAZON WEB SERVICES INC,5.0
ANOMALY PARTNERS LLC,5.0
PACE UNIVERSITY,5.0
SID COMPUTER GROUP INC.,5.0
HARPRO TECH INC,5.0
MUESER RUTLEDGE CONSULTING ENGINEERS,5.0
ALLEN & COMPANY LLC,5.0
SPRING 11 LLC,5.0
SHOP ARCHITECTS PC,5.0
"NCS PEARSON, INC.",5.0
HNTB CORPORATION,5.0
"VALIDUS AMERICA, INC.",5.0
GLORIA APPAREL INC,5.0
"NOOM, INC.",5.0
"OPEN ASSEMBLY, INC.",5.0
AHRC NYC,5.0
"N2 SERVICES, INC.",5.0
MILLWARD BROWN,5.0
SWISS RE AMERICA HOLDING CORPORATION,5.0
"EXPERIAN MARKETING SOLUTIONS, INC.",5.0
"FIRST EAGLE INVESTMENT MANAGEMENT, LLC",5.0
"SCHOOLOGY, INC.",5.0
GRAHAM WINDHAM,5.0
"OPTIMA GLOBAL SOLUTIONS, INC.",5.0
"ADORE ME, INC.",5.0
"ENVIRONMENTAL DEFENSE FUND, INC.",5.0
"OPPENHEIMERFUNDS, INC.",5.0
"SERVE VIRTUAL ENTERPRISE, INC.",5.0
"SIGNUS LABS, LLC",5.0
OPPENHEIMER & CO. INC.,5.0
"GOLDMAN, SACHS &AMP; CO.",5.0
"GACE CONSULTING ENGINEERS, P.C.",5.0
"WELLPOINT, INC.",5.0
HELIOS AND MATHESON ANALYTICS INC.,5.0
"STRIKE TECHNOLOGIES, LLC",5.0
"VMOKSHA TECHNOLOGIES, INC",5.0
"Y-AXIS, INC.",5.0
ARS & CIVITAS INC.,5.0
"IMAGINE SOFTWARE, INC.",5.0
"PERFICIENT, INC.",5.0
"VLINK, INC.",5.0
FX DIRECT DEALER LLC,5.0
AXONIC CAPITAL LLC,5.0
"ADVANCED TECHNOLOGY CONSULTING SERVICE, INC.",5.0
PERMASTEELISA NORTH AMERICA CORP.,5.0
"VSA PARTNERS, INC.",5.0
MORGAN STANLEY BANK NA,5.0
"YASH & LUJAN CONSULTING, INC.",5.0
MODELO INC.,5.0
WP LAVORI USA INC.,5.0
"GRAVITAS TECHNOLOGY SERVICES, LLC",5.0
"MCGRAW-HILL GLOBAL EDUCATION, LLC",5.0
"AFS INTERCULTURAL PROGRAMS, INC.",5.0
"WESTFIELD, LLC",5.0
"FISHER-PRICE, INC.",5.0
BARCLAYS CAPITAL COMMODITIES CORP.,5.0
"FISHER & FROMMER, PLLC",5.0
OPTIMUS SYSTEMS INC.,5.0
"MCCANN-ERICKSON USA, INC.",5.0
OPEN SYSTEMS TECHNOLOGIES INC,5.0
MORGAN STANLEY &AMP; CO LLC,5.0
EXCELIAN INC.,5.0
TIBCO SOFTWARE INC.,4.0
"RAPP WORLDWIDE, INC.",4.0
"MU SIGMA, INC.",4.0
"MYCROFT, INC.",4.0
"CHARTIS GLOBAL SERVICES, INC.",4.0
"MUTEX SYSTEMS, INC.",4.0
"DAVIS SELECTED ADVISERS, NY",4.0
"DATADOG, INC.",4.0
FEDERAL RESERVE BANK OF NEW YORK,4.0
HAMPSHIRE HOTELS MANAGEMENT LLC,4.0
"WEIL, GOTSHAL & MANGES LLP",4.0
WEBMD LLC,4.0
MUD AUSTRALIA INC,4.0
"ANALYSIS GROUP, INC.",4.0
DATASERV INC,4.0
FINANCIAL RISK ENGINEERING LLC,4.0
PATEL CONSULTANTS CORPORATION,4.0
STEVE E BLATZ ARCHITECT PLLC,4.0
"SIEGEL & GALE, LLC",4.0
"LAW OFFICE OF KESHAB RAJ SEADIE, PC",4.0
"CHIA USA, LLC",4.0
"FIDELUS TECHNOLOGIES, LLC",4.0
RAPID RATINGS INTERNATIONAL INC.,4.0
"CHINATOWN MANPOWER PROJECT, INC.",4.0
"THE ANDREA AND CHARLES BRONFMAN PHILANTHROPIES, IN",4.0
CHILDREN'S HEALTH FUND,4.0
HAKS ENGINEERS ARCHITECTS & LAND SURVEYORS PC,4.0
"FIFTYTHREE, INC.",4.0
"INTRALINKS, INC.",4.0
SHREE CREATIONS INC,4.0
IRIDIUM CONSULTING LLC,4.0
TOWERS WATSON DELAWARE INC.,4.0
QUINN APPAREL INC.,4.0
"QUARTET FINANCIAL SYSTEMS, INC.",4.0
"LIN & J INTERNATIONAL, INC.",4.0
ARCHDIOCESE OF NEW YORK,4.0
ACACIA GLOBAL INVESTORS LLC,4.0
"TPG ARCHITECTURE, LLP",4.0
LINDEN GLOBAL STRATEGIES LLC,4.0
"HAZEN AND SAWYER, P.C.",4.0
"INTERNATIONAL SYSTEMS TECHNOLOGIES, INC.",4.0
VYPAK CORPORATION,4.0
LINKEDIN CORPORATION,4.0
LINKLATERS LLP,4.0
"SMART WORKS, LLC",4.0
"INTERNATIONAL SECURITIES EXCHANGE, LLC",4.0
QUALITY MATRIX INC,4.0
DERIVE TECHNOLOGIES LLC,4.0
ARICENT TECHNOLOGIES (HOLDINGS) LIMITED,4.0
"TRADITION (NORTH AMERICA), INC.",4.0
LITTLE BEAR INC.,4.0
"QUADRIGA ART, INC.",4.0
LITTLE MISSIONARY'S DAY NURSERY,4.0
EYORK CONSULTING INC.,4.0
INTERNATIONAL PLANNED PARENTHOOD FEDERATION/WHR,4.0
ARMO CONSULTANTS,4.0
PERFORMANCE RESOURCES NY INC,4.0
"TRANSPERFECT TRANSLATIONS INTERNATIONAL, INC.",4.0
GENERAL MARITIME MANAGEMENT LLC,4.0
TOURO COLLEGE,4.0
"MORGAN STANLEY SMITH BARNEY, LLC",4.0
PAYODA INC.,4.0
MRPT PHYSICAL THERAPY,4.0
"DBOX, INC.",4.0
PAULA C. BRANCATO,4.0
"STOLL AMERICA KNITTING MACHINERY, INC.",4.0
WARNER MUSIC GROUP CORP.,4.0
APIECE APART LLC,4.0
"CHANG HWA COMMERCIAL BANK, LTD.",4.0
RABOBANK INTERNATIONAL,4.0
WARNER MUSIC GROUP,4.0
"INVESTOR ANALYTICS, LLC",4.0
"LEO BURNETT COMPANY, INC.",4.0
CHADBOURNE & PARKE LLP,4.0
SHOPKEEP.COM INC.,4.0
"LIBREMAX CAPITAL, LLC",4.0
TOM FORD RETAIL LLC,4.0
"STONEHILL & TAYLOR ARCHITECTS, P.C.",4.0
"ITAU UNIBANCO S.A., NEW YORK BRANCH",4.0
R.R. DONNELLEY & SONS CO.,4.0
TONYCHI AND ASSOCIATES,4.0
DELIVERY.COM,4.0
"R SQUARE, INC",4.0
MOUNT SINA MEDICAL CENTER,4.0
"O3 TECHNOLOGY SOLUTIONS, LLC",4.0
FANTASIA WORLD INC.,4.0
"OMNIMARKETS, LLC",4.0
MORRISON & FOERSTER LLP,4.0
THE ASIA SOCIETY,4.0
"ACCENTURE, LLP",4.0
"AMZUR TECHNOLOGIES, INC",4.0
CRITEO CORPORATION,4.0
ZURICH AMERICAN INSURANCE COMPANY,4.0
SKILLNET SOLUTIONS INC,4.0
YARNZ INTERNATIONAL INC.,4.0
JENSEN & JENSEN,4.0
"WORLDQUANT, LLC",4.0
"NEW YORK MERCANTILE EXCHANGE, INC.",4.0
OGILVY PUBLIC RELATIONS WORLDWIDE INC.,4.0
COMMERZBANK AG-NEW YORK BRANCH,4.0
NORGATE TECHNOLOGY,4.0
COMMERCIALIZE TV LLC,4.0
NEW YORK INSTITUTE OF TECHNOLOGY,4.0
ACE CAPITAL LLC,4.0
FRANKLIN TEMPLETON INVESTMENTS,4.0
OGILVY & MATHER WORLDWIDE LLC,4.0
"RELATED PARTNERS, INC.",4.0
"KNEWTON, INC.",4.0
JEFF KOONS LLC,4.0
FRANK RUSSELL COMPANY,4.0
THE ROGOSIN INSTITUTE,4.0
"COLLECTIVE MEDIA, INC.",4.0
AL JAZEERA AMERICA LLC,4.0
SIX SIGMA USA INC.,4.0
"THE RUBICON PROJECT, INC.",4.0
STALLPOST SOFTWARE INC,4.0
"KIRKLAND & ELLIS, LLP",4.0
NEW YORK CITY DEPARTMENT OF FINANCE,4.0
"JAPANESE CHILDREN'S SOCIETY, INC.",4.0
KKR ASSET MANAGEMENT LLC,4.0
REED KRAKOFF INTERNATIONAL LLC,4.0
"THE SOCIETY MODEL MANAGEMENT, INC.",4.0
"CREATETHE GROUP, INC.",4.0
WRP ADVISORS LLC,4.0
"GIBSON, DUNN &AMP; CRUTCHER, LLP",4.0
"NEWMARK & COMPANY REAL ESTATE, INC",4.0
OLI ARCHITECTURE PLLC,4.0
"FX DIRECT DEALER, LLC",4.0
JSMN INTERNATIONAL INC,4.0
NOISE MARKETING LLC,4.0
OPERA SOLUTIONS LLC,4.0
"JUMP OPERATIONS, LLC",4.0
"THE LOUIS BERGER GROUP, INC.",4.0
RISK FOCUS INC.,4.0
